Date,Open,High,Low,Close,Adj Close,Volume
2022-09-26,176.79,181.11,172.69,179.08,178.92,61042930
2022-09-27,182.92,186.75,179.89,182.27,182.06,58914589
2022-09-28,180.87,181.57,177.55,179.14,179.02,57261324
2022-09-29,180.68,184.23,177.31,180.86,180.8,63561695
2022-09-30,180.42,182.9,178.88,179.22,179.04,76477327
2022-10-03,178.75,180.17,174.57,176.76,176.47,59740558
2022-10-04,178.12,180.41,174.9,176.5,176.26,61893351
2022-10-05,175.31,176.75,169.32,173.32,173.2,83768192
2022-10-06,172.57,175.21,171.46,171.68,171.36,46220308
2022-10-07,168.18,170.1,165.69,168.09,167.78,63006206
2022-10-10,172.27,175.08,169.03,174.22,174.15,43782393
2022-10-11,174.11,175.07,171.91,174.41,174.4,72157464
2022-10-12,171.29,174.74,170.76,172.3,172.05,40668820
2022-10-13,175.68,179.66,168.83,173.05,172.76,89810157
2022-10-14,172.56,174.37,170.24,172.77,172.44,48443432
2022-10-17,172.31,175.52,169.46,172.17,171.86,42613591
2022-10-18,174.83,177.77,173.0,174.16,173.95,63223971
2022-10-19,176.68,180.81,174.4,176.63,176.44,113024576
2022-10-20,177.11,180.77,173.05,175.03,175.02,85424174
2022-10-21,172.55,175.83,172.06,173.3,173.22,40863910
2022-10-24,172.76,175.66,171.91,172.52,172.37,48058555
2022-10-25,164.74,169.33,161.26,165.6,165.39,62660241
2022-10-26,159.72,162.92,158.64,161.21,161.03,131004821
2022-10-27,164.6,166.77,163.66,165.3,165.06,53816928
2022-10-28,170.3,170.56,168.07,170.35,170.25,53938654
2022-10-31,169.15,173.2,165.86,169.66,169.47,107358689
2022-11-01,170.68,174.98,170.25,171.51,171.48,73926344
2022-11-02,170.85,173.16,168.32,172.55,172.41,94003804
2022-11-03,182.36,185.17,181.65,182.47,182.19,57105896
2022-11-04,184.3,188.52,183.96,186.26,186.01,68036015
2022-11-07,186.91,187.63,185.5,185.92,185.55,101177071
2022-11-08,182.94,187.42,178.99,182.83,182.73,67217914
2022-11-09,175.89,178.79,175.21,177.7,177.52,95865880
2022-11-10,178.05,178.9,177.67,178.43,178.31,78017260
2022-11-11,175.17,178.79,173.15,176.1,175.94,52321066
2022-11-14,172.11,175.33,168.07,171.72,171.43,69680912
2022-11-15,171.41,171.71,168.57,169.81,169.58,92137567
2022-11-16,164.43,169.42,162.6,166.61,166.32,84430758
2022-11-17,171.97,174.34,171.49,171.83,171.76,69215472
2022-11-18,174.46,175.26,172.41,174.66,174.35,41215533
2022-11-21,175.53,176.43,172.11,174.71,174.69,42335146
2022-11-22,179.78,182.41,176.87,179.51,179.19,44932873
2022-11-23,178.89,181.3,177.29,179.84,179.72,60677407
2022-11-24,176.76,181.32,175.24,177.15,177.04,62985354
2022-11-25,181.14,185.92,180.5,182.16,181.97,46311024
2022-11-28,185.4,189.96,182.21,184.02,183.67,93204762
2022-11-29,180.72,182.03,180.08,180.69,180.68,49138355
2022-11-30,182.55,186.99,176.66,180.16,180.03,47690809
2022-12-01,177.34,179.43,173.05,177.42,177.12,71750961
2022-12-02,172.28,174.75,168.09,173.14,173.0,91944825
2022-12-05,174.26,176.51,170.47,176.13,176.06,124443840
2022-12-06,180.06,182.78,177.29,182.37,182.21,82401847
2022-12-07,175.94,181.05,172.8,177.91,177.78,108945478
2022-12-08,180.14,182.3,178.4,179.81,179.48,49855029
2022-12-09,178.43,179.57,174.92,177.79,177.52,128152663
2022-12-12,174.37,179.09,172.29,176.32,176.14,41565878
2022-12-13,175.62,176.86,172.33,174.53,174.18,60789692
2022-12-14,171.33,174.47,168.04,171.91,171.75,81898276
2022-12-15,172.32,173.97,170.8,172.14,172.12,44658045
2022-12-16,171.57,175.14,168.2,169.66,169.57,53996607
2022-12-19,171.64,175.19,166.61,170.56,170.42,51647249
2022-12-20,170.17,172.61,169.77,170.49,170.43,64176259
2022-12-21,168.77,171.43,166.64,169.83,169.51,104223584
2022-12-22,164.64,168.78,160.87,167.16,166.9,185753557
2022-12-23,164.67,168.87,162.09,165.5,165.41,61487711
2022-12-26,167.6,169.33,165.23,167.84,167.65,31214552
2022-12-27,168.27,170.46,167.09,169.44,169.2,79773127
2022-12-28,166.41,167.07,164.87,166.56,166.25,87330481
2022-12-29,167.02,169.06,163.35,166.93,166.64,43488203
2022-12-30,169.02,171.41,166.58,169.28,169.11,68699572
2023-01-02,163.6,167.83,161.41,164.35,164.09,73887047
2023-01-03,166.23,167.28,165.47,166.04,165.85,91705626
2023-01-04,164.65,166.32,163.91,164.14,163.96,57143181
2023-01-05,164.64,169.3,160.67,165.91,165.87,54783789
2023-01-06,165.34,168.77,162.08,163.72,163.68,61600870
2023-01-09,158.45,160.18,156.0,158.56,158.39,100297183
2023-01-10,154.07,155.92,153.6,154.05,153.97,93763154
2023-01-11,155.02,156.3,151.57,154.25,154.25,69582879
2023-01-12,155.3,158.93,151.42,155.05,154.82,302080429
2023-01-13,153.63,154.22,150.35,152.61,152.6,118538164
2023-01-16,154.75,158.38,153.82,154.44,154.26,87370563
2023-01-17,149.32,152.57,147.08,149.96,149.8,51174467
2023-01-18,150.23,152.3,146.94,149.85,149.56,239943506
2023-01-19,145.51,146.95,143.95,146.69,146.54,51961690
2023-01-20,145.15,146.95,141.83,145.04,145.02,55131532
2023-01-23,145.19,146.79,142.79,145.23,145.07,81938903
2023-01-24,142.85,143.76,139.63,143.06,142.82,84183791
2023-01-25,142.01,144.52,139.74,142.14,141.85,61776452
2023-01-26,142.89,148.32,142.3,144.8,144.68,77671498
2023-01-27,142.82,145.45,141.61,143.37,143.28,80415069
2023-01-30,145.7,148.35,144.76,145.61,145.34,78145099
2023-01-31,142.9,143.28,139.49,142.74,142.69,62503331
2023-02-01,143.14,145.76,140.38,144.17,144.0,80636736
2023-02-02,149.34,149.91,145.48,148.03,147.91,103780589
2023-02-03,140.79,143.88,139.64,141.65,141.64,49667881
2023-02-06,140.65,143.96,138.94,139.7,139.6,55327962
2023-02-07,141.64,144.03,138.52,141.22,141.15,70536254
2023-02-08,140.13,141.17,138.4,140.77,140.58,52078516
2023-02-09,143.54,144.9,140.87,141.78,141.51,42247373
2023-02-10,139.13,142.3,136.94,140.31,140.23,95065837
2023-02-13,141.49,143.0,140.31,140.59,140.36,37503509
2023-02-14,141.24,144.21,139.02,140.26,140.24,62541359
2023-02-15,142.63,146.25,140.88,143.3,143.15,86574009
2023-02-16,145.43,147.71,143.37,144.02,144.0,75427443
2023-02-17,144.71,146.41,141.15,144.97,144.7,62806930
2023-02-20,144.25,145.28,143.1,143.96,143.74,51480966
2023-02-21,143.03,143.53,142.18,142.77,142.58,77074942
2023-02-22,141.59,143.07,140.76,141.72,141.49,53077058
2023-02-23,143.61,145.18,140.02,142.8,142.61,75411242
2023-02-24,142.57,145.03,140.19,141.78,141.51,72817199
2023-02-27,140.84,144.98,138.79,142.59,142.39,73023729
2023-02-28,149.44,149.84,147.86,148.08,147.81,58510486
2023-03-01,148.74,152.07,148.47,150.49,150.34,123754255
2023-03-02,150.76,151.57,147.93,149.68,149.64,77385010
2023-03-03,154.23,154.96,149.87,153.02,152.86,64745017
2023-03-06,150.81,155.14,147.45,151.97,151.93,75376156
2023-03-07,146.14,146.85,145.69,146.56,146.39,56353591
2023-03-08,142.87,145.58,140.89,143.99,143.85,62823548
2023-03-09,139.07,139.99,135.89,139.28,139.11,136760719
2023-03-10,138.17,141.53,136.74,138.47,138.46,56465431
2023-03-13,139.33,141.33,135.68,138.58,138.52,68492132
2023-03-14,144.2,145.14,142.28,142.89,142.74,125161907
2023-03-15,145.2,147.09,140.42,143.79,143.52,52320995
2023-03-16,142.73,145.95,140.01,143.29,143.18,78759510
2023-03-17,145.3,149.0,141.87,145.51,145.39,70718517
2023-03-20,138.25,140.78,135.87,139.9,139.7,90340231
2023-03-21,139.76,143.69,138.4,140.56,140.39,87834736
2023-03-22,143.55,146.91,139.23,142.58,142.5,90079571
2023-03-23,140.47,143.7,137.84,138.9,138.79,54130527
2023-03-24,140.63,144.16,139.37,141.85,141.79,83760728
2023-03-27,142.19,145.09,139.66,142.79,142.51,84332832
2023-03-28,141.76,143.3,139.01,141.79,141.75,52593766
2023-03-29,143.76,146.5,140.13,143.47,143.37,64025580
2023-03-30,148.68,151.58,147.8,149.53,149.52,46561957
2023-03-31,150.53,153.13,147.06,150.09,150.02,84435639
2023-04-03,150.33,152.53,147.51,150.83,150.59,84326952
2023-04-04,149.64,152.43,149.26,149.65,149.59,104480121
2023-04-05,148.01,151.09,145.93,147.45,147.42,65656175
2023-04-06,149.74,150.42,148.57,149.73,149.59,79432430
2023-04-07,147.06,150.61,145.84,147.51,147.51,92301562
2023-04-10,147.65,149.83,144.02,147.77,147.74,56679104
2023-04-11,146.48,149.69,144.07,146.57,146.33,54316334
2023-04-12,147.52,149.58,144.83,147.9,147.67,57173321
2023-04-13,148.59,150.36,144.96,148.86,148.59,63477944
2023-04-14,153.43,156.96,150.21,151.74,151.48,157533444
2023-04-17,151.01,152.07,147.37,150.42,150.21,57866780
2023-04-18,149.45,152.94,147.74,149.75,149.74,89581738
2023-04-19,147.92,149.79,143.99,147.21,146.98,68136850
2023-04-20,145.76,148.05,144.98,146.1,145.85,76276949
2023-04-21,148.37,149.62,143.67,147.16,146.93,59996998
2023-04-24,149.63,151.84,148.31,149.25,149.1,58904231
2023-04-25,146.75,148.15,145.45,146.86,146.79,75826731
2023-04-26,149.71,150.0,146.38,149.24,148.99,72514946
2023-04-27,151.31,154.15,149.73,153.0,152.77,87036843
2023-04-28,152.99,154.39,150.61,154.21,153.91,100780136
2023-05-01,158.24,163.48,156.4,159.58,159.53,57679384
2023-05-02,157.6,161.41,154.48,157.44,157.37,89088201
2023-05-03,155.89,157.52,153.02,154.02,153.96,51735774
2023-05-04,151.57,154.37,148.88,149.24,149.0,125104986
2023-05-05,154.06,155.5,152.12,153.38,153.32,56167039
2023-05-08,155.81,158.48,153.34,155.27,155.25,84933772
2023-05-09,153.22,158.34,152.45,155.18,154.87,51628195
2023-05-10,155.44,159.74,153.96,156.03,156.03,67081600
2023-05-11,152.13,154.6,150.52,152.97,152.72,107910321
2023-05-12,159.24,163.1,158.86,159.93,159.81,55675382
2023-05-15,160.19,161.56,157.78,160.38,160.11,129757505
2023-05-16,160.23,164.75,156.67,160.76,160.59,69896674
2023-05-17,160.69,163.22,159.95,162.95,162.66,91991368
2023-05-18,165.3,167.86,161.92,164.44,164.14,78360480
2023-05-19,163.94,167.96,161.16,165.18,165.18,183941107
2023-05-22,163.19,166.05,161.12,162.92,162.9,46954704
2023-05-23,166.77,167.42,161.45,164.38,164.3,61319411
2023-05-24,169.03,174.13,167.19,170.12,169.9,97843440
2023-05-25,171.28,175.3,169.04,174.37,174.06,63566417
2023-05-26,179.17,182.39,178.96,179.53,179.36,72774689
2023-05-29,179.33,180.47,174.83,177.96,177.75,45386606
2023-05-30,177.3,178.78,171.95,174.9,174.83,60218143
2023-05-31,173.08,177.05,172.75,174.58,174.3,95865507
2023-06-01,175.44,177.38,173.12,174.84,174.5,48879544
2023-06-02,177.81,179.26,173.46,178.39,178.3,85565089
2023-06-05,172.99,174.0,171.07,173.12,172.95,73572632
2023-06-06,181.33,183.33,175.71,178.03,178.0,65524735
2023-06-07,175.74,181.01,171.72,177.61,177.41,64722983
2023-06-08,176.64,180.62,173.11,176.33,176.15,61008117
2023-06-09,173.79,174.31,170.63,173.22,173.17,62548569
2023-06-12,169.49,171.26,164.82,168.21,168.06,90814821
2023-06-13,170.92,171.5,167.09,170.8,170.69,62024097
2023-06-14,171.47,171.71,169.05,171.1,170.92,116119581
2023-06-15,166.79,170.07,164.72,167.25,167.05,76124057
2023-06-16,163.78,166.31,161.79,163.47,163.47,59569393
2023-06-19,162.17,163.36,158.24,162.56,162.31,91930946
2023-06-20,168.32,169.43,164.62,167.59,167.35,83361461
2023-06-21,166.45,167.15,165.95,166.89,166.76,44050021
2023-06-22,162.93,166.36,158.98,162.5,162.49,52396681
2023-06-23,161.83,165.81,159.8,161.86,161.61,67773926
2023-06-26,162.41,163.1,160.71,161.14,160.83,44929069
2023-06-27,153.52,154.58,151.34,153.57,153.5,125693149
2023-06-28,151.59,156.84,149.92,153.49,153.39,88121826
2023-06-29,154.27,157.86,149.55,152.92,152.87,69739163
2023-06-30,153.94,156.64,153.03,154.92,154.74,63595162
2023-07-03,159.5,160.59,156.18,160.24,160.19,59180341
2023-07-04,162.91,163.91,160.57,163.59,163.48,40389354
2023-07-05,164.44,166.87,162.5,162.88,162.65,43089985
2023-07-06,157.35,161.4,153.52,159.74,159.56,119200750
2023-07-07,171.06,171.35,165.16,167.38,167.25,108755597
2023-07-10,168.88,171.41,166.3,167.64,167.5,59577469
2023-07-11,168.02,168.23,165.7,167.76,167.57,90263665
2023-07-12,167.69,171.1,164.07,167.76,167.76,80664054
2023-07-13,168.77,170.18,167.03,168.43,168.41,83370611
2023-07-14,168.69,169.02,167.13,168.07,167.78,46967011
2023-07-17,167.17,169.7,165.74,166.42,166.39,42190936
2023-07-18,165.51,167.25,163.52,164.86,164.63,97477507
2023-07-19,164.94,168.96,161.59,164.84,164.54,40217077
2023-07-20,163.08,165.61,161.08,163.31,163.22,67154843
2023-07-21,161.13,162.53,160.09,161.3,161.18,63151625
2023-07-24,161.46,164.6,160.66,161.68,161.5,61537883
2023-07-25,162.29,163.51,159.57,161.01,160.73,76442702
2023-07-26,166.2,169.97,161.61,165.51,165.2,57903009
2023-07-27,154.62,159.44,153.19,157.87,157.63,78202465
2023-07-28,161.81,164.11,157.09,161.07,161.04,72822047
2023-07-31,165.02,165.39,162.72,164.8,164.58,125982158
2023-08-01,158.81,160.62,157.97,158.83,158.7,86986614
2023-08-02,157.5,161.24,153.97,157.93,157.78,70576029
2023-08-03,158.18,161.4,155.06,156.95,156.93,78986098
2023-08-04,154.1,155.09,150.33,153.09,153.03,65150666
2023-08-07,150.21,152.0,146.51,151.03,150.79,48140037
2023-08-08,148.53,151.59,147.78,148.11,147.97,99532479
2023-08-09,151.88,156.49,151.38,152.92,152.83,76925456
2023-08-10,154.09,156.1,151.27,155.59,155.47,49095341
2023-08-11,158.56,161.14,157.33,159.26,158.99,79148217
2023-08-14,162.39,163.87,160.54,161.42,161.17,373191290
2023-08-15,159.3,162.78,157.93,158.24,158.15,69291814
2023-08-16,157.39,157.86,156.58,156.82,156.79,69956645
2023-08-17,159.09,160.05,155.18,158.28,158.2,108585366
2023-08-18,155.47,158.43,154.25,154.91,154.62,53345398
2023-08-21,156.27,157.33,154.36,156.98,156.8,113546201
2023-08-22,156.85,158.86,153.94,156.37,156.21,91919237
2023-08-23,156.26,158.08,153.64,155.39,155.21,54039428
2023-08-24,158.29,159.72,157.2,157.46,157.35,58054366
2023-08-25,160.12,161.8,155.65,158.8,158.54,60433745
2023-08-28,158.62,160.8,157.64,157.84,157.68,41892099
2023-08-29,161.64,162.43,158.13,161.24,161.2,75296024
2023-08-30,159.39,161.74,154.66,158.21,158.17,54728800
2023-08-31,160.01,163.3,158.19,160.04,159.87,76060540
2023-09-01,160.83,164.95,158.61,161.83,161.53,48765891
2023-09-04,160.82,161.76,158.82,161.01,160.91,90643927
2023-09-05,161.18,162.77,159.52,162.03,161.74,86058775
2023-09-06,157.74,159.67,154.22,158.49,158.25,57446214
2023-09-07,161.06,162.78,157.44,161.22,161.14,77416273
2023-09-08,159.87,162.49,158.42,160.76,160.75,71644257
2023-09-11,158.98,162.08,156.47,159.32,159.29,106010600
2023-09-12,160.28,162.82,156.55,162.43,162.2,52425920
2023-09-13,160.7,160.99,156.59,160.46,160.4,67077710
2023-09-14,156.51,158.14,154.44,156.51,156.4,58504508
2023-09-15,151.39,154.96,149.59,152.26,152.1,70883971
2023-09-18,154.71,155.58,152.81,154.0,153.77,81272836
2023-09-19,151.54,154.03,146.94,150.56,150.52,58322571
2023-09-20,153.71,156.58,153.03,155.46,155.33,63215245
2023-09-21,149.01,153.14,146.78,149.81,149.66,91742584
2023-09-22,153.69,158.0,152.49,154.52,154.35,102365132
2023-09-25,154.16,156.44,152.97,155.18,154.92,80373115
2023-09-26,155.88,156.89,153.32,154.98,154.92,67347485
2023-09-27,153.33,155.2,149.5,153.53,153.29,65577201
2023-09-28,154.42,155.76,154.07,154.71,154.5,81611535
2023-09-29,152.51,157.33,150.24,154.68,154.5,74609660
2023-10-02,158.55,161.85,157.38,157.85,157.63,44114212
2023-10-03,156.87,160.96,156.13,158.25,158.12,82167767
2023-10-04,158.81,162.11,156.91,158.75,158.7,55011139
2023-10-05,158.09,159.75,155.69,157.78,157.57,47075516
2023-10-06,159.19,159.95,156.55,157.69,157.52,43875613
2023-10-09,157.18,161.61,155.83,158.64,158.44,65889956
2023-10-10,150.65,155.38,150.18,153.9,153.79,52660645
2023-10-11,150.47,153.04,149.03,150.28,150.0,36492764
2023-10-12,154.29,155.45,148.68,152.37,152.19,63315343
2023-10-13,154.23,154.69,149.29,152.91,152.88,61015956
2023-10-16,152.69,156.48,151.09,152.47,152.33,67122743
2023-10-17,152.06,153.31,149.83,152.59,152.36,58697892
2023-10-18,154.48,158.3,150.11,153.62,153.37,116828558
2023-10-19,151.16,155.92,150.99,152.2,152.05,80910991
2023-10-20,150.65,153.67,147.08,150.15,149.88,60861665
2023-10-23,151.28,153.83,147.17,150.75,150.67,68763957
2023-10-24,149.28,151.5,147.71,148.18,148.06,104021248
2023-10-25,152.23,155.54,148.61,149.34,149.07,91500975
2023-10-26,145.3,146.45,141.41,144.9,144.64,103493249
2023-10-27,147.15,149.48,145.1,147.68,147.47,53287079
2023-10-30,148.98,151.37,148.78,149.0,148.75,56237180
2023-10-31,147.91,151.39,146.84,149.76,149.73,61891277
2023-11-01,151.76,154.22,149.97,152.5,152.24,59250649
2023-11-02,156.76,158.62,154.0,157.21,157.11,70669765
2023-11-03,159.59,162.51,156.63,160.18,160.13,86012893
2023-11-06,155.2,158.52,151.17,155.03,154.96,90128832
2023-11-07,150.7,152.45,149.51,151.57,151.44,63879084
2023-11-08,151.12,154.66,147.85,149.94,149.87,44290980
2023-11-09,150.08,152.71,148.01,150.08,149.98,52309628
2023-11-10,151.54,154.7,149.92,151.55,151.51,60519056
2023-11-13,149.31,151.8,148.55,149.65,149.56,49396797
2023-11-14,150.39,153.35,146.55,150.22,150.05,96345024
2023-11-15,149.12,149.33,145.08,148.26,148.13,50311000
2023-11-16,145.82,149.73,143.93,146.71,146.6,83202125
2023-11-17,142.44,143.38,140.24,143.1,142.89,43709643
2023-11-20,140.51,143.96,139.6,140.81,140.56,84142479
2023-11-21,136.19,140.89,134.28,137.48,137.28,67322870
2023-11-22,134.38,136.24,132.0,135.15,135.06,106911761
2023-11-23,137.34,138.63,135.51,137.8,137.6,50991436
2023-11-24,136.36,139.0,132.17,135.53,135.49,59772345
2023-11-27,142.43,143.44,139.94,142.17,142.13,63103366
2023-11-28,143.69,146.82,142.08,143.5,143.4,67073915
2023-11-29,144.9,145.4,141.23,144.04,143.81,63536885
2023-11-30,141.76,142.47,141.04,141.9,141.83,63881208
2023-12-01,144.16,147.69,142.29,143.76,143.74,63588823
2023-12-04,142.24,144.79,140.92,142.35,142.31,39195614
2023-12-05,142.99,146.04,141.1,142.72,142.48,92446389
2023-12-06,148.91,150.83,145.97,149.52,149.33,155962170
2023-12-07,146.78,151.9,144.93,149.33,149.25,76097175
2023-12-08,152.38,154.85,149.32,152.52,152.35,50931673
2023-12-11,152.17,154.52,148.43,150.67,150.51,52395694
2023-12-12,151.62,154.25,149.25,150.64,150.44,83111573
2023-12-13,156.64,158.96,152.41,155.59,155.52,77977996
2023-12-14,155.25,157.0,152.88,153.91,153.65,64643917
2023-12-15,159.19,160.4,158.07,159.09,158.99,86439821
2023-12-18,161.42,164.56,159.09,161.2,160.98,132743297
2023-12-19,158.96,160.68,157.81,159.65,159.64,86455742
2023-12-20,161.19,164.4,161.0,161.55,161.43,225925546
2023-12-21,165.19,166.28,161.75,164.48,164.36,52964919
2023-12-22,167.81,170.49,164.2,166.4,166.22,46860005
2023-12-25,161.68,164.9,159.79,161.84,161.81,72418868
2023-12-26,159.3,160.8,155.45,159.81,159.55,103805807
2023-12-27,159.17,159.56,156.83,159.17,159.1,65669142
2023-12-28,159.69,160.36,155.57,159.03,158.81,55132723
2023-12-29,159.26,163.39,158.57,160.88,160.63,73851473
2024-01-01,158.88,164.93,156.55,161.47,161.29,116552212
2024-01-02,157.1,158.04,153.67,157.71,157.48,78985097
2024-01-03,157.51,161.82,155.14,158.86,158.65,81412416
2024-01-04,160.12,162.17,157.2,160.69,160.58,98581031
2024-01-05,162.22,164.42,160.61,162.39,162.13,79902833
2024-01-08,165.13,169.51,164.6,165.66,165.56,56250994
2024-01-09,169.95,171.47,166.22,168.24,168.04,42949158
2024-01-10,170.1,172.17,167.93,169.71,169.46,54078266
2024-01-11,169.93,170.15,165.87,169.57,169.44,51376037
2024-01-12,165.37,165.86,163.52,164.65,164.55,84192135
2024-01-15,164.68,167.2,160.7,166.0,165.85,87534473
2024-01-16,167.91,168.19,162.7,166.7,166.43,73527200
2024-01-17,167.5,170.3,166.34,167.59,167.28,49070669
2024-01-18,164.63,166.48,162.33,163.86,163.68,115439018
2024-01-19,159.57,163.05,155.98,160.77,160.56,62299685
2024-01-22,162.14,164.78,158.22,163.92,163.63,82886311
2024-01-23,164.82,166.16,161.97,163.88,163.85,70973473
2024-01-24,166.42,169.23,164.53,165.98,165.9,74211640
2024-01-25,165.09,170.15,162.84,166.14,165.9,82071167
2024-01-26,165.29,166.67,162.4,166.3,166.03,57605013
2024-01-29,170.54,174.36,167.93,169.21,168.92,100887690
2024-01-30,166.33,170.21,163.22,167.72,167.58,44980709
2024-01-31,170.02,172.49,167.71,168.09,168.06,52336785
2024-02-01,165.72,168.94,165.36,166.77,166.62,100521885
2024-02-02,166.29,166.73,163.84,165.55,165.47,82574141
2024-02-05,164.32,165.22,162.76,164.7,164.6,142565957
2024-02-06,166.13,168.7,164.02,165.43,165.18,71352570
2024-02-07,163.46,165.6,161.37,164.09,164.06,112687155
2024-02-08,167.72,171.78,166.27,167.92,167.64,41612524
2024-02-09,165.36,167.13,164.38,165.31,165.17,47120636
2024-02-12,163.67,165.56,162.29,164.83,164.63,89948959
2024-02-13,164.45,167.44,159.61,163.6,163.57,42999661
2024-02-14,167.39,169.34,165.57,167.99,167.88,66236542
2024-02-15,168.4,170.96,166.43,168.67,168.64,97058489
2024-02-16,170.71,174.96,168.18,171.9,171.57,249410256
2024-02-19,164.44,171.23,160.4,167.44,167.17,70217804
2024-02-20,168.1,171.7,166.96,168.33,168.17,61728463
2024-02-21,174.01,177.01,168.15,171.12,171.04,74077992
2024-02-22,172.39,175.38,168.33,171.45,171.13,82279730
2024-02-23,174.83,178.99,172.1,174.85,174.73,58174366
2024-02-26,172.99,174.71,172.45,173.31,173.25,77678718
2024-02-27,177.87,178.05,174.77,177.84,177.64,94675556
2024-02-28,186.15,187.55,184.97,185.44,185.09,65772470
2024-02-29,182.79,185.46,179.99,184.31,184.31,71348023
2024-03-01,184.35,187.46,179.49,182.92,182.84,80154283
2024-03-04,188.8,191.86,186.72,187.86,187.5,81684872
2024-03-05,194.33,197.3,189.26,193.36,193.29,89520015
2024-03-06,192.22,192.49,191.3,191.64,191.59,52692348
2024-03-07,190.3,193.82,186.23,190.28,190.06,60364243
2024-03-08,190.29,191.96,187.12,189.4,189.07,60993616
2024-03-11,185.72,188.87,183.8,184.95,184.78,54347566
2024-03-12,181.55,184.62,180.79,182.0,181.64,42306441
2024-03-13,178.11,180.47,173.85,178.82,178.58,28141381
2024-03-14,176.57,177.32,175.96,176.45,176.42,97829092
2024-03-15,178.33,178.91,175.4,176.42,176.07,45304447
2024-03-18,175.71,180.96,174.06,177.24,177.1,108539894
2024-03-19,180.47,186.54,177.6,182.34,182.24,86101763
2024-03-20,179.38,182.36,176.65,179.17,178.97,62483498
2024-03-21,182.52,183.16,181.73,182.46,182.35,83187195
2024-03-22,182.06,184.0,180.39,181.84,181.81,168932412
2024-03-25,182.07,185.44,180.54,181.76,181.76,51418520
2024-03-26,183.78,187.69,182.65,184.06,183.9,69707050
2024-03-27,182.34,183.04,178.5,180.46,180.16,53204362
2024-03-28,179.75,181.97,176.54,181.79,181.58,84070109
2024-03-29,181.36,185.72,180.23,182.42,182.05,57296146
2024-04-01,183.99,185.89,182.19,184.13,184.02,68131453
2024-04-02,183.04,186.49,181.14,185.17,185.07,67312876
2024-04-03,193.39,193.88,188.66,193.62,193.56,72423972
2024-04-04,193.73,196.43,186.92,191.5,191.44,111498447
2024-04-05,189.79,193.86,185.93,189.76,189.66,65432971
2024-04-08,188.04,192.54,186.46,187.73,187.43,98446656
2024-04-09,184.31,188.66,183.82,185.95,185.61,80069451
2024-04-10,183.12,186.36,181.54,183.91,183.55,104130816
2024-04-11,187.48,188.54,186.09,187.97,187.89,63671256
2024-04-12,192.5,195.66,189.97,192.93,192.59,85064806
2024-04-15,192.76,194.71,187.28,191.04,190.92,68847932
2024-04-16,189.02,191.96,184.22,188.29,188.24,30309621
2024-04-17,188.5,191.94,184.49,189.98,189.64,51590576
2024-04-18,188.51,189.78,186.37,188.18,187.94,82397968
2024-04-19,191.09,191.71,187.09,190.42,190.36,80886700
2024-04-22,192.73,194.38,189.58,191.21,191.04,48710839
2024-04-23,188.2,188.83,185.69,186.14,186.04,74455241
2024-04-24,190.13,192.49,186.74,191.49,191.21,80592702
2024-04-25,196.74,202.75,196.5,197.87,197.69,69323841
2024-04-26,194.06,198.07,191.96,195.79,195.4,85846812
2024-04-29,194.19,197.19,192.46,194.51,194.49,82633133
2024-04-30,196.24,200.55,192.15,195.6,195.46,69314563
2024-05-01,198.23,203.17,193.05,196.87,196.68,60670907
2024-05-02,199.2,202.3,197.55,199.31,199.11,93728929
2024-05-03,206.28,210.98,202.06,206.75,206.62,79692910
2024-05-06,206.4,208.23,204.52,206.18,205.88,104511940
2024-05-07,202.14,205.03,199.78,203.33,202.98,74466293
2024-05-08,201.34,203.48,194.77,198.43,198.06,50714320
2024-05-09,193.72,199.29,190.31,195.93,195.61,143527562
2024-05-10,196.15,199.56,191.06,195.9,195.57,122040538
2024-05-13,205.29,207.05,201.13,202.42,202.2,70885063
2024-05-14,200.65,201.49,197.25,200.64,200.3,77738544
2024-05-15,201.27,204.8,198.12,201.54,201.41,62426602
2024-05-16,201.06,202.39,196.45,201.57,201.41,63196196
2024-05-17,205.76,209.08,204.78,206.02,205.89,60799831
2024-05-20,217.78,221.62,211.59,215.7,215.5,93859507
2024-05-21,210.44,217.56,207.36,213.75,213.63,31490032
2024-05-22,214.24,218.33,210.36,211.97,211.56,64204003
2024-05-23,213.93,220.83,211.28,216.09,215.95,107887712
2024-05-24,218.45,221.7,216.48,218.85,218.81,80908562
2024-05-27,225.67,230.55,222.31,226.35,226.11,99804419
2024-05-28,229.79,233.43,223.74,228.85,228.82,39603027
2024-05-29,224.93,228.72,221.63,227.47,227.42,49435335
2024-05-30,230.75,231.13,226.29,230.01,229.91,80836510
2024-05-31,238.08,239.94,231.59,234.75,234.53,108058398
2024-06-03,236.08,241.12,235.55,238.35,238.14,50853507
2024-06-04,240.97,244.78,239.06,240.65,240.26,62797919
2024-06-05,244.28,250.67,241.16,245.42,245.06,78328004
2024-06-06,251.5,252.94,248.64,250.75,250.54,46609094
2024-06-07,257.22,258.25,255.81,257.19,257.02,81009691
2024-06-10,259.16,266.6,255.76,260.32,260.16,33092396
2024-06-11,260.55,261.48,257.39,259.66,259.26,80344391
2024-06-12,263.75,267.05,258.59,260.46,260.44,52977720
2024-06-13,265.95,270.31,262.72,266.3,266.29,61754572
2024-06-14,263.86,267.55,261.43,262.53,262.11,84017301
